# Population Leland_Harris	2022_Leland_Harris_LTC1,2022_Leland_Harris_LTC10,2022_Leland_Harris_LTC11,2022_Leland_Harris_LTC12,2022_Leland_Harris_LTC13,2022_Leland_Harris_LTC14,2022_Leland_Harris_LTC15,2022_Leland_Harris_LTC2,2022_Leland_Harris_LTC3,2022_Leland_Harris_LTC4,2022_Leland_Harris_LTC5,2022_Leland_Harris_LTC6,2022_Leland_Harris_LTC7,2022_Leland_Harris_LTC8,2022_Leland_Harris_LTC9
# Population Lower_Rocky	2022_Lower_Rocky_LTC1,2022_Lower_Rocky_LTC2,2022_Lower_Rocky_LTC3,2022_Lower_Rocky_LTC4,2022_Lower_Rocky_LTC_10,2022_Lower_Rocky_LTC_11,2022_Lower_Rocky_LTC_12,2022_Lower_Rocky_LTC_13,2022_Lower_Rocky_LTC_14,2022_Lower_Rocky_LTC_5,2022_Lower_Rocky_LTC_6,2022_Lower_Rocky_LTC_7,2022_Lower_Rocky_LTC_8,2022_Lower_Rocky_LTC_9
# Group defaultgrp	Leland_Harris,Lower_Rocky
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Fst'	Smoothed Fst'	D_est	Smoothed D_est
57	un	9831	-0.00384	-1.00000	-0.00090	-1.00000	-0.00108	-1.00000
80	un	14786	0.08287	-1.00000	0.02165	-1.00000	0.03571	-1.00000
97	un	17734	-0.02813	-1.00000	-0.00378	-1.00000	-0.01667	-1.00000
122	un	22797	0.00845	-1.00000	0.00138	-1.00000	-0.00413	-1.00000
134	un	25194	-0.04174	-1.00000	-0.04355	-1.00000	-0.02410	-1.00000
149	un	27600	0.09920	-1.00000	0.01304	-1.00000	0.02177	-1.00000
185	un	34125	-0.02664	-1.00000	-0.00546	-1.00000	-0.01118	-1.00000
199	un	34951	-0.03749	-1.00000	-0.03794	-1.00000	-0.04143	-1.00000
206	un	37386	-0.04348	-1.00000	-0.04545	-1.00000	-0.05668	-1.00000
217	un	40597	0.11978	-1.00000	0.04429	-1.00000	0.03571	-1.00000
218	un	41192	0.12382	-1.00000	0.07930	-1.00000	0.09529	-1.00000
274	un	52408	0.03162	-1.00000	0.03269	-1.00000	0.02465	-1.00000
277	un	54084	-0.02504	-1.00000	-0.00474	-1.00000	-0.00484	-1.00000
289	un	56451	0.01656	-1.00000	0.00284	-1.00000	0.01329	-1.00000
299	un	59650	0.11672	-1.00000	0.01853	-1.00000	0.01818	-1.00000
326	un	67057	0.06024	-1.00000	0.00707	-1.00000	0.00760	-1.00000
333	un	69585	-0.00922	-1.00000	-0.00932	-1.00000	-0.01381	-1.00000
372	un	78331	-0.02432	-1.00000	-0.00910	-1.00000	-0.01028	-1.00000
373	un	79128	-0.03591	-1.00000	-0.02209	-1.00000	-0.02209	-1.00000
383	un	79973	-0.02038	-1.00000	-0.00940	-1.00000	-0.00041	-1.00000
388	un	80767	0.10560	-1.00000	0.10183	-1.00000	0.09341	-1.00000
394	un	82576	-0.03704	-1.00000	-0.02273	-1.00000	-0.01942	-1.00000
399	un	85051	-0.03437	-1.00000	-0.03326	-1.00000	-0.03003	-1.00000
460	un	95533	0.04429	-1.00000	0.00935	-1.00000	0.04262	-1.00000
464	un	96407	-0.03184	-1.00000	-0.01086	-1.00000	-0.00985	-1.00000
486	un	99374	0.22126	-1.00000	0.20947	-1.00000	0.24448	-1.00000
495	un	100909	-0.04174	-1.00000	-0.04355	-1.00000	-0.03806	-1.00000
512	un	104084	-0.04014	-1.00000	-0.02049	-1.00000	0.03151	-1.00000
532	un	107129	0.05980	-1.00000	0.01533	-1.00000	0.01571	-1.00000
535	un	107946	0.17448	-1.00000	0.03767	-1.00000	0.05342	-1.00000
551	un	109482	0.11111	-1.00000	0.01818	-1.00000	0.01818	-1.00000
564	un	111108	0.11111	-1.00000	0.01818	-1.00000	0.03064	-1.00000
603	un	118263	-0.01402	-1.00000	-0.00828	-1.00000	0.00093	-1.00000
622	un	120699	0.10495	-1.00000	0.01335	-1.00000	0.02597	-1.00000
624	un	121602	0.11329	-1.00000	0.02085	-1.00000	0.02135	-1.00000
629	un	123251	-0.03704	-1.00000	-0.00570	-1.00000	-0.00570	-1.00000
663	un	128085	-0.03032	-1.00000	-0.00389	-1.00000	-0.01601	-1.00000
667	un	128826	0.02341	-1.00000	0.01924	-1.00000	0.05898	-1.00000
686	un	134748	-0.02055	-1.00000	-0.00226	-1.00000	-0.00236	-1.00000
689	un	135608	-0.03836	-1.00000	-0.02149	-1.00000	-0.02882	-1.00000
693	un	136426	-0.04165	-1.00000	-0.04120	-1.00000	-0.04385	-1.00000
698	un	138109	-0.01813	-1.00000	-0.00374	-1.00000	-0.00426	-1.00000
715	un	142795	-0.02844	-1.00000	-0.01366	-1.00000	-0.02763	-1.00000
719	un	145322	-0.00844	-1.00000	-0.00739	-1.00000	-0.02518	-1.00000
767	un	155045	0.01411	-1.00000	0.00223	-1.00000	0.00179	-1.00000
777	un	160016	-0.00921	-1.00000	-0.00294	-1.00000	-0.00313	-1.00000
778	un	160739	-0.00295	-1.00000	-0.00044	-1.00000	-0.00028	-1.00000
867	un	171323	0.23006	-1.00000	0.06951	-1.00000	0.06897	-1.00000
889	un	177685	-0.02782	-1.00000	-0.00329	-1.00000	0.00862	-1.00000
895	un	180266	-0.02008	-1.00000	-0.01568	-1.00000	-0.02316	-1.00000
901	un	182399	-0.01323	-1.00000	-0.01340	-1.00000	-0.01340	-1.00000
910	un	184105	-0.02433	-1.00000	-0.01504	-1.00000	-0.02511	-1.00000
915	un	185003	0.06286	-1.00000	0.02320	-1.00000	0.02357	-1.00000
922	un	186596	-0.02593	-1.00000	-0.02688	-1.00000	-0.02688	-1.00000
