# Population Clear_Lake	2022_Clear_Lake_LTC1,2022_Clear_Lake_LTC10,2022_Clear_Lake_LTC11,2022_Clear_Lake_LTC12,2022_Clear_Lake_LTC13,2022_Clear_Lake_LTC14,2022_Clear_Lake_LTC15,2022_Clear_Lake_LTC2,2022_Clear_Lake_LTC3,2022_Clear_Lake_LTC4,2022_Clear_Lake_LTC5,2022_Clear_Lake_LTC6,2022_Clear_Lake_LTC7,2022_Clear_Lake_LTC8,2022_Clear_Lake_LTC9
# Population Willow_Pond	2022_Willow_Pond_LTC1,2022_Willow_Pond_LTC10,2022_Willow_Pond_LTC11,2022_Willow_Pond_LTC12,2022_Willow_Pond_LTC14,2022_Willow_Pond_LTC2,2022_Willow_Pond_LTC3,2022_Willow_Pond_LTC4,2022_Willow_Pond_LTC5,2022_Willow_Pond_LTC6,2022_Willow_Pond_LTC7,2022_Willow_Pond_LTC8,2022_Willow_Pond_LTC9
# Group defaultgrp	Clear_Lake,Willow_Pond
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Fst'	Smoothed Fst'	D_est	Smoothed D_est
2	un	1	-0.03501	-1.00000	-0.00468	-1.00000	-0.00898	-1.00000
5	un	804	0.01863	-1.00000	0.00370	-1.00000	0.00420	-1.00000
14	un	2489	0.08538	-1.00000	0.01066	-1.00000	0.00463	-1.00000
18	un	4132	0.09054	-1.00000	0.01094	-1.00000	0.01033	-1.00000
74	un	11430	-0.00013	-1.00000	-0.00009	-1.00000	-0.01423	-1.00000
86	un	15337	0.00167	-1.00000	0.00094	-1.00000	0.02715	-1.00000
172	un	30024	-0.01449	-1.00000	-0.00173	-1.00000	-0.00218	-1.00000
185	un	33265	0.09321	-1.00000	0.01269	-1.00000	-0.00080	-1.00000
206	un	37300	-0.00469	-1.00000	-0.00090	-1.00000	-0.00946	-1.00000
218	un	40223	-0.01813	-1.00000	-0.00374	-1.00000	-0.00426	-1.00000
277	un	51771	-0.04068	-1.00000	-0.02396	-1.00000	-0.03186	-1.00000
288	un	54234	0.05427	-1.00000	0.01573	-1.00000	-0.00039	-1.00000
306	un	60549	0.01658	-1.00000	0.01523	-1.00000	0.00553	-1.00000
373	un	78483	0.08235	-1.00000	0.06377	-1.00000	0.05616	-1.00000
383	un	79328	-0.01869	-1.00000	-0.00558	-1.00000	-0.00617	-1.00000
388	un	80122	0.10227	-1.00000	0.03421	-1.00000	0.02380	-1.00000
389	un	81055	-0.02330	-1.00000	-0.00301	-1.00000	-0.01093	-1.00000
398	un	83577	-0.03168	-1.00000	-0.01699	-1.00000	0.04688	-1.00000
399	un	84423	-0.03881	-1.00000	-0.03511	-1.00000	-0.02943	-1.00000
404	un	85284	-0.04016	-1.00000	-0.03200	-1.00000	-0.03910	-1.00000
405	un	86019	-0.03460	-1.00000	-0.01672	-1.00000	-0.01721	-1.00000
408	un	86878	0.09528	-1.00000	0.04413	-1.00000	0.02498	-1.00000
435	un	89896	-0.02782	-1.00000	-0.00329	-1.00000	-0.00319	-1.00000
451	un	93186	-0.03812	-1.00000	-0.03963	-1.00000	-0.04561	-1.00000
454	un	93972	-0.01350	-1.00000	-0.00217	-1.00000	-0.00166	-1.00000
460	un	94791	-0.01877	-1.00000	-0.00233	-1.00000	-0.00350	-1.00000
